,year,Exports,latitde,longitude,color,country,Imports,unemployment
10,2001,122116.8,1.352083,103.819836,26,Singapore,116527.4,2.675
11,2002,125110.4,1.352083,103.819836,26,Singapore,116465.7,3.575
12,2003,159935.1,1.352083,103.819836,26,Singapore,136298.8,4
13,2004,198530.1,1.352083,103.819836,26,Singapore,173489.6,3.375
14,2005,229510.2,1.352083,103.819836,26,Singapore,199763.6,3.125
15,2006,271931.7,1.352083,103.819836,26,Singapore,238890.6,2.675
16,2007,299355.4,1.352083,103.819836,26,Singapore,263152.3,2.1
17,2008,338006,1.352083,103.819836,26,Singapore,319658.6,2.275
18,2009,269878.4,1.352083,103.819836,26,Singapore,246121.6,3
19,2010,351788.9,1.352083,103.819836,26,Singapore,311127.8,2.175
20,2011,409182.2,1.352083,103.819836,26,Singapore,364748,2.025
21,2012,408480.8,1.352083,103.819836,26,Singapore,380380.8,1.975
22,2013,406846.3,1.352083,103.819836,26,Singapore,372939.7,1.9
23,2014,405429.5,1.352083,103.819836,26,Singapore,366016.6,1.975
24,2015,346482.2,1.352083,103.819836,26,Singapore,296509.4,1.9
25,2016,329868.9,1.352083,103.819836,26,Singapore,283073.1,2.075
26,2017,219039.4904,1.352083,103.819836,26,Singapore,201753.3692,2.328846154
0,1991,7.918834417,48.7411522,19.4528646,27,Slovakia,38.0308037,7.05
1,1992,8.3182395,48.7411522,19.4528646,27,Slovakia,38.0308037,11.31833
2,1993,5.453295,48.7411522,19.4528646,27,Slovakia,6.286459,12.855
3,1994,6.70323,48.7411522,19.4528646,27,Slovakia,6.621104,14.62917
4,1995,8.582135,48.7411522,19.4528646,27,Slovakia,8.759272,13.68083
5,1996,8.824787,48.7411522,19.4528646,27,Slovakia,11.10439,12.605
6,1997,9.63132,48.7411522,19.4528646,27,Slovakia,11.74239,12.91417
7,1998,10.71467,48.7411522,19.4528646,27,Slovakia,13.04534,13.825
8,1999,10.23694,48.7411522,19.4528646,27,Slovakia,11.29886,17.49083
9,2000,11.8422,48.7411522,19.4528646,27,Slovakia,12.70557,18.265
10,2001,12.65564,48.7411522,19.4528646,27,Slovakia,14.77772,18.26667
11,2002,14.47344,48.7411522,19.4528646,27,Slovakia,16.57827,17.80833
12,2003,21.96557,48.7411522,19.4528646,27,Slovakia,22.59062,15.18167
13,2004,27.6143,48.7411522,19.4528646,27,Slovakia,29.14508,14.24167
14,2005,31.82021,48.7411522,19.4528646,27,Slovakia,34.19545,11.62583
15,2006,41.74657,48.7411522,19.4528646,27,Slovakia,44.5402,10.3625
16,2007,57.89341,48.7411522,19.4528646,27,Slovakia,58.78518,8.420833
17,2008,70.37827,48.7411522,19.4528646,27,Slovakia,71.5767,7.645
18,2009,55.42356,48.7411522,19.4528646,27,Slovakia,54.09665,11.44
19,2010,63.95829,48.7411522,19.4528646,27,Slovakia,62.87246,12.4725
20,2011,79.14349,48.7411522,19.4528646,27,Slovakia,77.71519,13.1525
21,2012,79.94046,48.7411522,19.4528646,27,Slovakia,75.37076,13.5825
22,2013,85.28784,48.7411522,19.4528646,27,Slovakia,79.64924,14.10333
23,2014,86.1477,48.7411522,19.4528646,27,Slovakia,79.869,12.78583
24,2015,75.12471,48.7411522,19.4528646,27,Slovakia,71.38258,11.5
25,2016,38.06791465,48.7411522,19.4528646,27,Slovakia,38.0308037,9.485833
26,2017,39.48594159,48.7411522,19.4528646,27,Slovakia,38.0308037,12.95032023
0,1991,7.65774,45.8133113,14.4808369,28,Slovenia,17166.25863,11.85659787
1,1992,6.676429,45.8133113,14.4808369,28,Slovenia,2760.335,11.56667
2,1993,6.092675,45.8133113,14.4808369,28,Slovenia,3660.052,14.575
3,1994,6.821127,45.8133113,14.4808369,28,Slovenia,4727.621,14.55
4,1995,8.305401,45.8133113,14.4808369,28,Slovenia,6213.788,14.04167
5,1996,8.311371,45.8133113,14.4808369,28,Slovenia,6882.062,13.91667
6,1997,8.361339,45.8133113,14.4808369,28,Slovenia,7066.277,14.41667
7,1998,9.035838,45.8133113,14.4808369,28,Slovenia,7806.244,14.48333
8,1999,8.570252,45.8133113,14.4808369,28,Slovenia,8137.078,13.56667
9,2000,8.742945,45.8133113,14.4808369,28,Slovenia,10131.46,12.18333
10,2001,9.273906,45.8133113,14.4808369,28,Slovenia,10155.86,11.55833
11,2002,10.36793,45.8133113,14.4808369,28,Slovenia,10937.52,11.59167
12,2003,12.75542,45.8133113,14.4808369,28,Slovenia,13819.75,11.175
13,2004,15.89119,45.8133113,14.4808369,28,Slovenia,17538.8,10.59167
14,2005,17.89492,45.8133113,14.4808369,28,Slovenia,19585.48,10.14167
15,2006,21.30044,45.8133113,14.4808369,28,Slovenia,23033.43,9.433333
16,2007,26.86294,45.8133113,14.4808369,28,Slovenia,29486.53,7.725
17,2008,29.5449,45.8133113,14.4808369,28,Slovenia,34071.11,6.733333
18,2009,22.62816,45.8133113,14.4808369,28,Slovenia,24122,9.158333
19,2010,24.71126,45.8133113,14.4808369,28,Slovenia,26630.59,10.76667
20,2011,29.25887,45.8133113,14.4808369,28,Slovenia,31455.64,11.875
21,2012,27.09593,45.8133113,14.4808369,28,Slovenia,28478.49,12.00833
22,2013,28.6544,45.8133113,14.4808369,28,Slovenia,29416.43,13.13333
23,2014,30.51362,45.8133113,14.4808369,28,Slovenia,29996.8,13.1
24,2015,26.57692,45.8133113,14.4808369,28,Slovenia,25876.86,12.26667
25,2016,16.84367429,45.8133113,14.4808369,28,Slovenia,17166.25863,11.85659787
26,2017,17.26730951,45.8133113,14.4808369,28,Slovenia,17166.25863,11.85659787
0,1991,55150.2,60.128161,18.643501,29,Sweden,50113.28,4.005607
1,1992,56262.88,60.128161,18.643501,29,Sweden,50115.12,7.110956
2,1993,49835.94,60.128161,18.643501,29,Sweden,42758.28,11.14689
3,1994,61297.81,60.128161,18.643501,29,Sweden,51782.76,10.76619
4,1995,79566.95,60.128161,18.643501,29,Sweden,64633.38,10.42139
5,1996,84832.68,60.128161,18.643501,29,Sweden,66914.24,10.90169
6,1997,82878.34,60.128161,18.643501,29,Sweden,65660.83,10.88338
7,1998,84915.48,60.128161,18.643501,29,Sweden,68587.48,8.816634
8,1999,85062.83,60.128161,18.643501,29,Sweden,68935.6,7.565055
9,2000,87746.31,60.128161,18.643501,29,Sweden,73534.98,6.333988
10,2001,78156.18,60.128161,18.643501,29,Sweden,64394.6,5.833852
11,2002,83171.37,60.128161,18.643501,29,Sweden,67836.47,5.959874
12,2003,102458.5,60.128161,18.643501,29,Sweden,84175.46,6.583428
13,2004,123265.6,60.128161,18.643501,29,Sweden,100632,7.382242
14,2005,130802.5,60.128161,18.643501,29,Sweden,111358.1,7.649951
15,2006,147736.6,60.128161,18.643501,29,Sweden,127524.9,7.024829
16,2007,168825.2,60.128161,18.643501,29,Sweden,153256.4,6.101319
17,2008,184276.3,60.128161,18.643501,29,Sweden,169556,6.168538
18,2009,130787.1,60.128161,18.643501,29,Sweden,119952.2,8.330325
19,2010,158435.6,60.128161,18.643501,29,Sweden,148651.5,8.563651
20,2011,187077.9,60.128161,18.643501,29,Sweden,177052.6,7.761323
21,2012,172699.1,60.128161,18.643501,29,Sweden,164735.4,7.9828
22,2013,167680.2,60.128161,18.643501,29,Sweden,160816.8,8.003951
23,2014,164670.9,60.128161,18.643501,29,Sweden,162287.1,7.93264
24,2015,139908.7,60.128161,18.643501,29,Sweden,138375.2,7.381642
25,2016,139345.5,60.128161,18.643501,29,Sweden,140188.6,6.948184
26,2017,115647.9488,60.128161,18.643501,29,Sweden,103608.8185,7.622223333
0,1991,421922.9,37.09024,-95.712891,30,United States,488728.9,6.85
1,1992,448163.5,37.09024,-95.712891,30,United States,532586.8,7.491667
2,1993,465091,37.09024,-95.712891,30,United States,580372.9,6.908333
3,1994,512627,37.09024,-95.712891,30,United States,662702.6,6.1
4,1995,584742,37.09024,-95.712891,30,United States,743492.5,5.591667
5,1996,625077,37.09024,-95.712891,30,United States,795448.4,5.408333
6,1997,689181,37.09024,-95.712891,30,United States,869414.2,4.941667
7,1998,682137,37.09024,-95.712891,30,United States,911417.9,4.5
8,1999,695798,37.09024,-95.712891,30,United States,1023410,4.216667
9,2000,781918,37.09024,-95.712891,30,United States,1216793,3.966667
10,2001,729100,37.09024,-95.712891,30,United States,1142131,4.741667
11,2002,693104,37.09024,-95.712891,30,United States,1160497,5.783333
12,2003,724771,37.09024,-95.712891,30,United States,1256884,5.991667
13,2004,814874.5,37.09024,-95.712891,30,United States,1467950,5.541667
14,2005,901081.8,37.09024,-95.712891,30,United States,1671746,5.083333
15,2006,1025969,37.09024,-95.712891,30,United States,1852056,4.608333
16,2007,1148197,37.09024,-95.712891,30,United States,1955056,4.616667
17,2008,1287441,37.09024,-95.712891,30,United States,2103647,5.8
18,2009,1056042,37.09024,-95.712891,30,United States,1559840,9.283333
19,2010,1278493,37.09024,-95.712891,30,United States,1913480,9.608333
20,2011,1482507,37.09024,-95.712891,30,United States,2208494,8.933333
21,2012,1545821,37.09024,-95.712891,30,United States,2277970,8.075
22,2013,1578517,37.09024,-95.712891,30,United States,2268138,7.366667
23,2014,1621172,37.09024,-95.712891,30,United States,2354659,6.166667
24,2015,1502572,37.09024,-95.712891,30,United States,2246957,5.258333
25,2016,1456405,37.09024,-95.712891,30,United States,2188867,4.85
26,2017,952027.8731,37.09024,-95.712891,30,United States,1440489.969,6.048148185
